label,country,state,county,Event Start Date,Site.Ownership,Site.Access,Site.Classification,Site.Use,Survey.Class,Survey.Season,ANPA,CORA,COTO,COTOi,COTOp,COTOv,EPFU,LABO,LANO,MYAU,MYCA,MYCI,MYEV,MYGR,MYLU,MYSE,MYSO,MYSP,MYVE,PESU,TABR,UNKN,Total.Live,Total.Dead,Total.Bat.Count,vulnerable_c,vulnerable_p,Total.Species,h.density50,type,Event Type,Public,Number Affected,Event End Date,Species,release_date,status_season
Pd Positive,USA,Mississippi,Wayne,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/24/17,2016-17
Pd Positive,USA,Mississippi,Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/22/17,2016-17
WNS Suspect,USA,Missouri,Newton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/2/18,2017-18
Pd Positive,USA,South Dakota,Jackson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/31/18,2017-18
WNS Positive,USA,Washington,Kittitas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9/4/19,2018-19
WNS Positive,USA,Kansas,Cherokee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/2/18,2017-18
WNS Suspect,USA,Kansas,Comanche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/30/18,2017-18
WNS Positive,USA,Kansas,Barber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/2/18,2017-18
WNS Positive,USA,Kansas,Kiowa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/30/18,2017-18
WNS Positive,USA,Kansas,Pratt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/30/18,2017-18
WNS Positive,USA,South Dakota,Custer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/2/18,2017-18
WNS Positive,USA,Texas,Uvalde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,Guadalupe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,Comal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,Kerr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,Hays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,Travis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
Pd Positive,USA,Texas,Presidio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/14/21,2020-21
Pd Positive,USA,Texas,Terrell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/14/21,2020-21
WNS Positive,USA,Texas,Sutton,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,Kimble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,Llano,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,Mason,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,Burnet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,Bell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,Lampasas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
WNS Positive,USA,Texas,McCulloch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/2/20,2019-20
Pd Positive,USA,Texas,Freestone,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/14/21,2018-19
WNS Positive,USA,Texas,Cottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/14/21,2020-21
WNS Positive,USA,Texas,Hardeman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/14/21,2020-21
Pd Positive,USA,Texas,Frio,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/7/19,2018-19
Pd Positive,USA,Texas,Victoria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/7/19,2018-19
Pd Positive,USA,Texas,Bexar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/7/19,2018-19
Pd Presumed,USA,Texas,Kendall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/5/18,2017-18
Pd Positive,USA,Texas,Val Verde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/7/19,2018-19
Pd Positive,USA,Texas,Liberty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/7/19,2018-19
Pd Presumed,USA,Texas,Blanco,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/5/18,2017-18
Pd Positive,USA,Texas,San Saba,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/7/19,2018-19
Pd Presumed,USA,Texas,Foard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/5/18,2017-18
Pd Presumed,USA,Texas,Wheeler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/5/18,2017-18
Pd Positive,USA,Texas,Scurry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/22/17,2016-17
Pd Positive,USA,Texas,King,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/22/17,2016-17
Pd Positive,USA,Texas,Childress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/22/17,2016-17
Pd Positive,USA,Texas,Collingsworth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/22/17,2016-17
Pd Positive,CAN,Alberta,Forty Mile,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/13/23,2022-23
Pd Positive,CAN,Saskatchewan,White Valley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/6/23,2021-22
Pd Positive,CAN,British Columbia,Kootenay boundary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/6/23,2021-22
Pd Positive,CAN,Alberta,Newell,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/13/23,2021-22
Pd Positive,CAN,Alberta,Special Area No. 2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/13/23,2021-22
Pd Positive,CAN,Saskatchewan,Happyland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/13/23,2021-22
Pd Positive,CAN,Saskatchewan,Chesterfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/13/23,2021-22
WNS Positive,CAN,Saskatchewan,Grasslands National Park East,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/8/22,2021-22
Pd Positive,CAN,Quebec,La Mitis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2013-14
Pd Positive,CAN,Newfoundland and Labrador,Division No.  6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2018-19
Pd Positive,CAN,Newfoundland and Labrador,District 19a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2018-19
Pd Positive,CAN,Newfoundland and Labrador,District 19a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2018-19
Pd Positive,CAN,Newfoundland and Labrador,District 19b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2017-18
Pd Positive,CAN,Saskatchewan,Enniskillen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2020-21
Pd Positive,CAN,Quebec,Monticules du Lac De Morbihan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2017-18
Pd Positive,CAN,Saskatchewan,Keys,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2020-21
Pd Positive,CAN,Saskatchewan,Hudson Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2020-21
Pd Positive,CAN,Quebec,Papineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2015-16
Pd Positive,CAN,Saskatchewan,Grasslands National Park west,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2020-21
Pd Positive,CAN,Saskatchewan,Val Marie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2020-21
Pd Positive,CAN,Quebec,La Vallée-de-la-Gatineau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2014-15
Pd Positive,CAN,Quebec,Buttons du Lac Némiscau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2017-18
Pd Positive,CAN,Saskatchewan,Moose Range,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2020-21
Pd Positive,CAN,Newfoundland and Labrador,District 19b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2020-21
Pd Positive,CAN,Saskatchewan,Arborfield,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12/22/21,2020-21
WNS Positive,CAN,Manitoba,Division No. 21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7/8/21,2020-21
WNS Positive,CAN,New Brunswick,York County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2013-14
WNS Positive,CAN,New Brunswick,Queens County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2013-14
WNS Positive,CAN,Ontario,Wellington County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Positive,CAN,Ontario,Atikokan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2014-15
WNS Positive,CAN,Ontario,Beardmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2014-15
WNS Positive,CAN,Newfoundland,Census Div. 4/St George's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2016-17
WNS Positive,CAN,Nova Scotia,Cape Breton County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2013-14
WNS Positive,CAN,Nova Scotia,Digby County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2013-14
WNS Positive,CAN,Nova Scotia,Kings County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Nova Scotia,Hants County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,New Brunswick,Victoria County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2013-14
WNS Positive,CAN,Nova Scotia,Halifax County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,New Brunswick,Albert County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,New Brunswick,Kings County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Positive,CAN,Nova Scotia,Colchester County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Suspect,CAN,Ontario,Beardmore,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2014-15
WNS Positive,CAN,Nova Scotia,Annapolis County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2012-13
WNS Suspect,CAN,Quebec,Sault Ste Marie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2015-16
WNS Positive,CAN,Nova Scotia,Antigonish County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2012-13
WNS Positive,CAN,Ontario,Timmins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Quebec,Anticosti,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2019-20
WNS Positive,CAN,Quebec,Le Domaine-du-Roy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Positive,CAN,Manitoba,Division No. 17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2018-19
WNS Positive,CAN,Nova Scotia,Guysborough County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2012-13
WNS Positive,CAN,Prince Edward,Kings County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2012-13
WNS Positive,CAN,Prince Edward,Prince County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/1/15,2012-13
WNS Positive,CAN,New Brunswick,Carleton County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/25/21,2017-18
WNS Positive,CAN,Quebec,Mekinac-Saint-Tite,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Quebec,Levis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Positive,CAN,Quebec,Antoine-Labelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2014-15
WNS Positive,CAN,New Brunswick,Northumberland County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2012-13
WNS Positive,CAN,New Brunswick,Charlotte County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Suspect,CAN,Quebec,Le Haut-Saint-François,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Suspect,CAN,Quebec,La Cote de Beaupre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Suspect,CAN,Quebec,Le Haut-Saint-Laurent,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2013-14
WNS Positive,CAN,New Brunswick,Restigouche,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2014-15
WNS Positive,CAN,Manitoba,District 19/Sturgeon Bay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2017-18
WNS Positive,CAN,Quebec,Le Granit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,New Brunswick,Madawaska County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2012-13
WNS Positive,CAN,Quebec,Memphrémagog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2009-10
WNS Positive,CAN,Quebec,Lotbinière,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Positive,CAN,Ontario,Bruce County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Ontario,Haldimand-Norfolk Rgnl Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Positive,CAN,Ontario,Niagara Regional Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Positive,CAN,Quebec,Les Collines-De-L'Outaouais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2009-10
WNS Positive,CAN,Ontario,Renfrew County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2009-10
WNS Positive,CAN,Ontario,Peterborough County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2009-10
WNS Positive,CAN,Quebec,La Jacques-Cartier (Part 1 Of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Positive,CAN,Ontario,Hastings County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2009-10
WNS Positive,CAN,Ontario,Grey County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2009-10
WNS Positive,CAN,Quebec,Desjardins,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Positive,CAN,Quebec,L'Érable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Ontario,Dufferin County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Ontario,Haliburton County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Ontario,Halton Regional Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Ontario,Peel Regional Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Quebec,Les Laurentides,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Ontario,Sudbury District (Part 1 Of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2012-13
WNS Suspect,CAN,Ontario,Algoma District (Part 4 of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2014-15
WNS Positive,CAN,Ontario,Thunder Bay District (Part 1 Of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2013-14
WNS Positive,CAN,Ontario,Algoma Dist. (Part 3 Of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2013-14
WNS Positive,CAN,Ontario,Timiskaming District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2009-10
WNS Positive,CAN,Ontario,Kenora District,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2016-17
WNS Positive,CAN,Quebec,La Côte-De-Gaspé,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2014-15
WNS Positive,CAN,Quebec,Matane,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2013-14
WNS Positive,CAN,New Brunswick,Saint John County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Ontario,Cochrane District (Part 1 Of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Ontario,Nipissing District (Part 1 Of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Quebec,La Vallee-De-L'Or (Part 1 Of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Ontario,Algoma Dist. (Part 1 Of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Suspect,CAN,Ontario,Thunder Bay District (Part 2 Of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2014-15
WNS Positive,CAN,Ontario,Algoma Dist. (Part 2 Of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Positive,CAN,Nova Scotia,Victoria County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2015-16
WNS Positive,CAN,New Brunswick,Westmorland County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Positive,CAN,Newfoundland,Census div 5 Humber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2017-18
WNS Positive,CAN,Nova Scotia,Inverness County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2013-14
WNS Positive,CAN,Nova Scotia,Richmond County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2013-14
WNS Positive,CAN,New Brunswick,Kent County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2013-14
WNS Positive,CAN,Nova Scotia,Cumberland County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2011-12
WNS Positive,CAN,Prince Edward,Queens County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2012-13
WNS Positive,CAN,Ontario,Simcoe County,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Positive,CAN,Quebec,Nord-Du-Quebec (Part 2 Of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2012-13
WNS Positive,CAN,Quebec,Nord-Du-Quebec (Part 1 Of),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2010-11
WNS Suspect,CAN,Ontario,Waterloo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/24/21,2016-17
Pd Positive,USA,Oklahoma,Washita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/22,2019-20
Pd Positive,USA,Oklahoma,Major,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1/24/22,2019-20
Pd Positive,USA,Louisiana,Natchitoches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/14/22,2020-21
WNS Positive,USA,Texas,Bandera,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/15/20,2019-20
WNS Positive,USA,Texas,Bastrop,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/19/20,2019-20
WNS Positive,USA,Texas,Gillespie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/5/20,2019-20
WNS Positive,USA,North Dakota,Billings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/20/20,2019-20
Pd Presumed,USA,California,Plumas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/4/20,2018-19
WNS Positive,USA,Michigan,Lake,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6/30/17,2016-17
Pd Positive,USA,Michigan,Grand Traverse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/7/17,2016-17
Pd Positive,USA,Michigan,Emmet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8/7/17,2016-17
WNS Positive,USA,Michigan,Baraga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/24/17,2016-17
WNS Suspect,USA,Missouri,Douglas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/15/17,2016-17
Pd Positive,USA,South Carolina,Laurens,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/24/17,2016-17
Pd Positive,USA,South Carolina,Union,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/17/17,2016-17
Pd Positive,USA,South Carolina,Lancaster,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/17/17,2016-17
Pd Positive,USA,South Carolina,York,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/14/18,2017-18
Pd Positive,USA,South Carolina,Cherokee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/14/18,2017-18
Pd Positive,USA,South Carolina,Spartanburg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3/14/18,2017-18
Pd Positive,USA,South Carolina,Greenville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4/17/17,2016-17
Pd Positive,USA,Wisconsin,Washington,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/9/17,2016-17
WNS Suspect,USA,Wisconsin,Columbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/9/17,2016-17
Pd Positive,USA,Wisconsin,Calumet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/9/17,2016-17
WNS Positive,USA,Wisconsin,Vernon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/9/17,2016-17
